Date,Company,Ticker Symbol,Currency,Open,High,Low,Close,Adj Close,Volume
3/1/2021,Sony Interactive Entertainment,SONY,JPY,21.47,21.71,20.02,21.20,20.27,115389500.00
4/1/2021,Sony Interactive Entertainment,SONY,JPY,21.31,22.70,20.00,20.03,19.21,73775500.00
5/1/2021,Sony Interactive Entertainment,SONY,JPY,20.19,20.24,18.35,19.92,19.10,80453000.00
6/1/2021,Sony Interactive Entertainment,SONY,JPY,19.97,20.21,18.88,19.44,18.64,75330000.00
7/1/2021,Sony Interactive Entertainment,SONY,JPY,19.58,21.22,19.51,20.86,20.00,66775500.00
8/1/2021,Sony Interactive Entertainment,SONY,JPY,20.96,21.08,19.12,20.69,19.84,56294500.00
9/1/2021,Sony Interactive Entertainment,SONY,JPY,20.80,23.57,20.77,22.12,21.20,62933500.00
10/1/2021,Sony Interactive Entertainment,SONY,JPY,21.99,23.79,20.82,23.16,22.25,64965000.00
11/1/2021,Sony Interactive Entertainment,SONY,JPY,24.00,25.15,24.00,24.37,23.42,56757000.00
12/1/2021,Sony Interactive Entertainment,SONY,JPY,24.65,25.66,23.55,25.28,24.29,59176500.00
1/1/2022,Sony Interactive Entertainment,SONY,JPY,25.28,26.75,20.58,22.33,21.46,139201500.00
2/1/2022,Sony Interactive Entertainment,SONY,JPY,22.36,23.80,19.45,20.51,19.71,78141000.00
3/1/2022,Sony Interactive Entertainment,SONY,JPY,20.44,21.50,18.87,20.54,19.74,72795500.00
4/1/2022,Sony Interactive Entertainment,SONY,JPY,20.61,21.01,16.80,17.21,16.75,87912000.00
5/1/2022,Sony Interactive Entertainment,SONY,JPY,17.14,18.97,15.99,18.81,18.31,85429000.00
6/1/2022,Sony Interactive Entertainment,SONY,JPY,19.05,19.14,15.99,16.35,15.92,68659500.00
7/1/2022,Sony Interactive Entertainment,SONY,JPY,16.10,17.65,15.81,17.08,16.62,58237500.00
8/1/2022,Sony Interactive Entertainment,SONY,JPY,17.05,17.58,15.87,15.87,15.45,83463000.00
9/1/2022,Sony Interactive Entertainment,SONY,JPY,15.81,15.84,12.79,12.81,12.47,78173000.00
10/1/2022,Sony Interactive Entertainment,SONY,JPY,13.09,13.69,12.34,13.49,13.18,90910000.00
11/1/2022,Sony Interactive Entertainment,SONY,JPY,14.12,16.83,14.10,16.61,16.23,117504000.00
12/1/2022,Sony Interactive Entertainment,SONY,JPY,16.58,16.84,14.96,15.26,14.91,77233500.00
1/1/2023,Sony Interactive Entertainment,SONY,JPY,15.43,18.20,15.28,17.89,17.48,75319000.00
2/1/2023,Sony Interactive Entertainment,SONY,JPY,17.78,19.05,16.41,16.72,16.33,70961000.00
3/1/2023,Sony Interactive Entertainment,SONY,JPY,16.78,18.18,16.47,18.13,17.71,96862000.00
4/1/2023,Sony Interactive Entertainment,SONY,JPY,18.08,19.03,17.44,17.93,17.58,79269500.00
5/1/2023,Sony Interactive Entertainment,SONY,JPY,18.42,19.83,18.03,18.74,18.37,85672000.00
6/1/2023,Sony Interactive Entertainment,SONY,JPY,19.24,20.19,17.84,18.01,17.65,80248000.00
7/1/2023,Sony Interactive Entertainment,SONY,JPY,18.31,19.08,17.86,18.72,18.35,82046500.00
8/1/2023,Sony Interactive Entertainment,SONY,JPY,18.70,18.78,16.07,16.64,16.31,92860500.00
9/1/2023,Sony Interactive Entertainment,SONY,JPY,17.16,17.50,16.22,16.48,16.16,61251500.00
10/1/2023,Sony Interactive Entertainment,SONY,JPY,16.33,17.45,15.92,16.61,16.56,60735000.00
11/1/2023,Sony Interactive Entertainment,SONY,JPY,16.87,17.77,16.15,17.19,17.13,101418000.00
12/1/2023,Sony Interactive Entertainment,SONY,JPY,17.07,18.98,16.92,18.94,18.88,85460500.00
1/1/2024,Sony Interactive Entertainment,SONY,JPY,18.70,20.18,18.14,19.55,19.49,77884500.00
2/1/2024,Sony Interactive Entertainment,SONY,JPY,19.61,19.81,16.98,17.16,17.11,109794500.00
3/1/2024,Sony Interactive Entertainment,SONY,JPY,17.52,17.95,17.11,17.15,17.09,65255500.00
4/1/2024,Sony Interactive Entertainment,SONY,JPY,17.20,17.27,16.18,16.51,16.51,65314000.00
5/1/2024,Sony Interactive Entertainment,SONY,JPY,16.56,17.11,15.02,16.47,16.47,122883000.00
6/1/2024,Sony Interactive Entertainment,SONY,JPY,16.63,17.50,15.86,16.99,16.99,83581000.00
7/1/2024,Sony Interactive Entertainment,SONY,JPY,17.02,19.29,17.00,17.72,17.72,90385000.00
8/1/2024,Sony Interactive Entertainment,SONY,JPY,17.35,19.54,15.96,19.51,19.51,90948500.00
9/1/2024,Sony Interactive Entertainment,SONY,JPY,19.28,19.75,17.95,19.31,19.31,58803000.00
10/1/2024,Sony Interactive Entertainment,SONY,JPY,19.38,19.48,17.42,17.60,17.60,58086600.00
7/1/2004,Tencent Interactive Entertainment,0700.HK,HKD,0.79,0.82,0.62,0.71,0.67,1144248100.00
8/1/2004,Tencent Interactive Entertainment,0700.HK,HKD,0.71,0.75,0.62,0.68,0.64,532151714.00
9/1/2004,Tencent Interactive Entertainment,0700.HK,HKD,0.68,0.73,0.64,0.70,0.66,450780583.00
10/1/2004,Tencent Interactive Entertainment,0700.HK,HKD,0.70,0.88,0.70,0.85,0.80,937747024.00
11/1/2004,Tencent Interactive Entertainment,0700.HK,HKD,0.84,1.12,0.82,1.09,1.03,1048726177.00
12/1/2004,Tencent Interactive Entertainment,0700.HK,HKD,1.09,1.17,0.85,0.85,0.80,869202565.00
1/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,0.87,0.92,0.79,0.84,0.79,729109169.00
2/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,0.84,1.00,0.84,0.94,0.89,687443531.00
3/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,0.95,1.10,0.92,1.04,0.98,536085678.00
4/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.05,1.05,0.92,1.00,0.94,355144385.00
5/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.00,1.05,0.96,1.02,0.97,437548620.00
6/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.02,1.23,1.02,1.09,1.03,679779673.00
7/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.09,1.19,1.06,1.12,1.06,617123813.00
8/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.12,1.47,1.06,1.38,1.31,758531110.00
9/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.40,1.75,1.39,1.74,1.64,626148952.00
10/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.73,1.79,1.45,1.48,1.40,291323372.00
11/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.52,1.68,1.34,1.45,1.37,942726915.00
12/1/2005,Tencent Interactive Entertainment,0700.HK,HKD,1.47,1.59,1.47,1.53,1.44,333748095.00
1/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,1.53,1.97,1.53,1.84,1.74,479328616.00
2/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,1.87,2.10,1.78,1.94,1.83,305241285.00
3/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,1.93,2.51,1.81,2.41,2.27,557470916.00
4/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,2.41,2.90,2.36,2.89,2.72,402231738.00
5/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,2.89,3.39,2.59,3.08,2.91,473146444.00
6/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,3.10,3.34,2.65,3.02,2.85,497700792.00
7/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,2.99,2.99,2.49,2.74,2.58,326362842.00
8/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,2.74,3.29,2.74,3.13,2.96,376876259.00
9/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,3.13,3.50,3.09,3.31,3.12,348459401.00
10/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,3.31,3.45,3.18,3.44,3.24,267528700.00
11/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,3.48,4.46,3.46,3.96,3.74,412002294.00
12/1/2006,Tencent Interactive Entertainment,0700.HK,HKD,4.02,5.12,3.86,5.11,4.82,373106454.00
1/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,5.11,5.88,4.87,5.60,5.28,481972998.00
2/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,5.60,5.81,4.64,4.90,4.62,273061660.00
3/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,4.96,5.50,4.54,4.70,4.44,401760834.00
4/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,4.73,5.18,4.33,4.95,4.67,431275556.00
5/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,4.95,6.30,4.91,6.21,5.86,691820988.00
6/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,6.21,6.24,5.51,5.80,5.47,358016023.00
7/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,5.80,7.14,5.80,6.67,6.30,262981191.00
8/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,6.67,7.47,5.25,7.47,7.05,411183894.00
9/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,7.63,9.31,7.10,9.26,8.74,341961301.00
10/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,9.26,13.42,8.08,12.17,11.49,714934149.00
11/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,12.11,12.39,8.51,10.79,10.18,694317005.00
12/1/2007,Tencent Interactive Entertainment,0700.HK,HKD,10.56,11.06,9.50,11.06,10.44,233420548.00
1/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,11.06,11.47,7.32,8.53,8.05,477106950.00
2/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,8.66,9.78,8.40,9.16,8.65,256029707.00
3/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,9.14,9.35,6.27,8.16,7.70,471369710.00
4/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,8.45,10.21,8.20,9.50,8.97,413794594.00
5/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,9.50,13.07,9.50,12.11,11.43,858530176.00
6/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,12.45,13.28,10.84,11.12,10.53,782876080.00
7/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,11.12,12.91,10.51,12.82,12.14,403417539.00
8/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,12.54,13.27,11.47,12.35,11.70,354468497.00
9/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,12.35,12.87,8.65,10.23,9.69,711262969.00
10/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,10.23,10.38,6.50,10.14,9.60,942816179.00
11/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,9.91,10.73,7.06,7.84,7.42,784439434.00
12/1/2008,Tencent Interactive Entertainment,0700.HK,HKD,7.84,9.77,7.65,9.22,8.73,577168708.00
1/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,9.22,9.86,7.64,8.92,8.45,563328179.00
2/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,8.92,9.37,8.02,8.29,7.85,402453638.00
3/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,8.07,11.03,8.01,10.58,10.02,647516336.00
4/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,10.71,12.91,10.58,12.72,12.04,448488822.00
5/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,12.72,16.11,12.72,15.93,15.08,525218983.00
6/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,15.62,17.65,15.30,16.68,15.81,569638680.00
7/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,16.68,19.71,1.61,19.29,18.29,471022148.00
8/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,19.54,22.62,19.41,21.26,20.16,527703884.00
9/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,21.20,24.30,20.76,23.25,22.04,395300809.00
10/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,23.25,28.02,22.49,25.28,23.97,525836523.00
11/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,25.06,28.21,24.71,26.42,25.05,507435318.00
12/1/2009,Tencent Interactive Entertainment,0700.HK,HKD,26.60,30.61,26.44,31.16,29.54,456343507.00
1/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,31.07,32.30,25.35,26.77,25.38,749521313.00
2/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,26.62,28.49,24.58,28.06,26.61,567959466.00
3/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,28.39,30.97,27.75,28.73,27.24,700071313.00
4/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,28.41,30.51,28.26,30.13,28.57,490311090.00
5/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,29.87,30.75,25.11,27.69,26.26,731765301.00
6/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,27.56,28.37,22.20,24.06,22.83,1277783837.00
7/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,24.06,27.73,23.65,27.60,26.19,569561428.00
8/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,28.02,28.73,25.02,26.24,24.89,467904079.00
9/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,25.96,31.55,25.89,31.27,29.67,484778337.00
10/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,31.27,35.58,30.50,32.73,31.05,484750989.00
11/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,34.29,34.88,30.29,31.84,30.21,673057334.00
12/1/2010,Tencent Interactive Entertainment,0700.HK,HKD,31.95,34.00,30.73,31.14,29.55,355484012.00
1/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,31.32,37.94,31.16,37.24,35.34,529542660.00
2/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,37.28,39.09,34.48,37.98,36.04,542379275.00
3/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,38.72,42.18,34.37,34.94,33.15,871624093.00
4/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,35.77,42.55,34.94,40.75,38.66,639779234.00
5/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,40.75,41.93,38.16,41.26,39.15,509003753.00
6/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,41.48,41.74,34.51,38.94,37.05,667897817.00
7/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,38.94,40.30,36.58,37.39,35.57,396051507.00
8/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,37.80,38.46,30.51,34.11,32.45,817016798.00
9/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,35.03,35.40,27.95,30.27,28.80,647783798.00
10/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,30.05,35.03,25.79,33.76,32.12,566460859.00
11/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,32.56,34.66,25.78,26.77,25.47,709764164.00
12/1/2011,Tencent Interactive Entertainment,0700.HK,HKD,29.13,29.37,26.27,28.78,27.38,380372765.00
1/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,28.78,35.03,27.71,34.98,33.28,421801919.00
2/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,35.21,37.72,33.39,37.24,35.43,450844876.00
3/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,36.87,41.56,35.69,39.93,37.99,505538215.00
4/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,40.45,45.24,39.12,44.95,42.76,349431213.00
5/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,44.99,45.87,37.54,39.34,37.43,581094845.00
6/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,39.34,44.43,37.69,41.67,39.79,370743893.00
7/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,41.67,44.36,40.45,42.74,40.81,341125468.00
8/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,42.74,46.61,41.41,43.70,41.72,432593680.00
9/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,44.03,48.86,42.96,48.71,46.51,313941760.00
10/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,48.71,50.63,47.01,50.52,48.24,262262655.00
11/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,50.52,51.81,44.69,46.68,44.57,470713811.00
12/1/2012,Tencent Interactive Entertainment,0700.HK,HKD,46.20,47.01,44.10,45.91,43.84,320626364.00
1/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,45.91,50.33,45.91,50.04,47.78,469638086.00
2/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,49.41,51.40,48.42,49.45,47.22,288650307.00
3/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,49.85,52.73,44.14,45.50,43.45,775718180.00
4/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,45.50,49.52,43.70,49.08,46.86,456867071.00
5/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,49.08,57.16,48.56,56.75,54.19,487946325.00
6/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,56.45,58.08,49.67,56.09,53.75,470755996.00
7/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,56.09,67.11,54.57,64.86,62.16,489131333.00
8/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,65.27,70.06,64.71,67.04,64.25,437937718.00
9/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,68.07,77.88,67.66,75.00,71.88,430862154.00
10/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,75.00,83.89,74.19,78.03,74.78,382912524.00
11/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,77.44,82.86,71.50,82.67,79.23,510682009.00
12/1/2013,Tencent Interactive Entertainment,0700.HK,HKD,82.97,92.55,81.12,91.19,87.40,372931352.00
1/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,91.19,100.48,88.72,100.21,96.04,605999179.00
2/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,100.21,116.34,92.19,114.77,110.00,642650480.00
3/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,111.91,119.10,94.58,99.47,95.33,868029900.00
4/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,100.30,106.29,88.98,89.09,85.38,731093628.00
5/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,89.09,105.55,85.73,100.76,96.57,524756624.00
6/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,100.76,110.16,99.28,108.96,104.68,388099116.00
7/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,108.96,120.67,108.96,118.37,113.71,440301499.00
8/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,117.08,123.53,115.79,116.61,112.03,430036211.00
9/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,117.08,119.75,103.99,106.47,102.29,488229894.00
10/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,106.47,114.31,103.52,113.94,109.46,359967030.00
11/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,115.23,124.36,112.01,114.31,109.82,452458067.00
12/1/2014,Tencent Interactive Entertainment,0700.HK,HKD,112.19,112.93,96.33,103.71,99.63,588949833.00
1/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,103.71,127.22,102.60,121.69,116.90,576810278.00
2/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,119.75,126.57,118.00,125.28,120.36,297636269.00
3/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,126.02,139.57,120.03,135.70,130.36,533976383.00
4/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,136.99,157.64,135.14,148.33,142.50,625913601.00
5/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,148.33,151.09,139.94,143.53,137.89,402270382.00
6/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,143.53,151.00,138.28,142.61,137.34,368316661.00
7/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,142.61,145.56,121.13,133.39,128.46,546143710.00
8/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,132.75,134.50,114.31,121.50,117.01,570980032.00
9/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,121.41,126.94,115.32,119.20,114.79,458473503.00
10/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,119.20,140.12,119.20,135.14,130.15,333643227.00
11/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,137.17,145.93,134.78,142.24,136.98,369556867.00
12/1/2015,Tencent Interactive Entertainment,0700.HK,HKD,144.18,145.19,131.83,140.58,135.39,383464061.00
1/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,140.58,140.58,122.70,133.58,128.64,511146629.00
2/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,134.87,136.16,121.78,130.81,125.98,343420747.00
3/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,130.90,147.40,130.44,146.02,140.62,429130969.00
4/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,147.13,154.13,142.33,146.48,141.07,322014438.00
5/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,146.48,160.13,140.31,159.76,153.85,460642704.00
6/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,158.56,164.55,153.95,162.34,156.85,408606356.00
7/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,162.34,174.97,159.48,171.93,166.11,263239026.00
8/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,172.39,189.35,167.32,186.03,179.74,342778976.00
9/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,185.29,203.55,185.11,196.36,189.71,362585994.00
10/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,199.49,201.15,189.16,189.72,183.30,233744456.00
11/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,191.56,193.22,174.88,178.56,172.52,502728783.00
12/1/2016,Tencent Interactive Entertainment,0700.HK,HKD,179.76,180.13,165.57,174.88,168.96,373631864.00
1/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,174.88,189.53,173.31,188.43,182.05,270695442.00
2/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,186.21,199.49,185.11,190.82,184.37,336108893.00
3/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,190.82,212.21,188.24,205.39,198.44,465584748.00
4/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,208.34,225.85,205.02,224.38,216.79,291332120.00
5/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,224.38,258.67,222.90,246.69,238.34,534390846.00
6/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,246.14,265.86,242.26,257.38,249.30,511428089.00
7/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,256.64,289.83,240.05,288.91,279.84,435715824.00
8/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,284.85,314.35,283.93,303.29,293.77,580617866.00
9/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,305.87,322.28,294.26,309.93,300.20,410763913.00
10/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,309.93,328.55,309.93,322.47,312.34,324453761.00
11/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,324.49,405.25,324.12,366.90,355.38,715468429.00
12/1/2017,Tencent Interactive Entertainment,0700.HK,HKD,366.90,378.70,336.66,374.27,362.52,618221692.00
1/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,374.27,439.36,374.27,427.37,413.95,539920190.00
2/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,429.59,430.32,366.90,398.43,385.91,634177139.00
3/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,396.40,438.43,373.35,377.59,365.73,969419582.00
4/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,377.59,392.34,347.72,360.45,349.13,510417420.00
5/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,360.45,391.05,346.06,368.01,356.45,592726926.00
6/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,370.22,397.87,344.22,363.03,352.45,511293770.00
7/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,363.03,366.90,325.78,327.44,317.90,429674347.00
8/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,332.61,346.25,294.07,313.43,304.29,707853131.00
9/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,307.35,314.35,281.35,297.94,289.26,530171757.00
10/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,297.94,299.60,231.75,246.14,238.96,665191660.00
11/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,253.51,295.73,239.68,287.62,279.24,678330395.00
12/1/2018,Tencent Interactive Entertainment,0700.HK,HKD,302.37,302.74,273.79,289.46,281.03,422378911.00
1/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,289.46,323.57,276.93,318.96,309.66,478561278.00
2/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,324.49,325.42,305.32,309.56,300.54,279125065.00
3/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,311.03,342.19,307.35,332.79,323.09,441646070.00
4/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,339.06,369.11,336.29,357.68,347.25,320401632.00
5/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,357.68,364.13,292.04,300.53,291.77,493940479.00
6/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,304.03,329.47,300.53,325.05,316.51,332725780.00
7/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,325.05,348.28,319.88,339.43,330.51,258256581.00
8/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,343.30,344.59,287.80,299.42,291.56,453851342.00
9/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,302.00,323.57,298.13,304.40,296.40,312864024.00
10/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,304.40,308.08,290.02,295.73,287.97,360735605.00
11/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,294.63,315.27,293.15,305.87,297.84,387807636.00
12/1/2019,Tencent Interactive Entertainment,0700.HK,HKD,308.82,355.28,299.97,346.25,337.16,376219991.00
1/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,346.25,380.73,341.27,343.85,334.82,405134725.00
2/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,348.46,387.18,340.72,355.84,346.49,421134866.00
3/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,354.55,375.01,299.79,350.49,341.29,832814752.00
4/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,353.62,386.81,340.72,384.41,374.32,373755378.00
5/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,384.41,412.07,368.74,378.33,368.39,501105622.00
6/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,386.63,465.54,386.44,459.64,448.92,500480503.00
7/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,459.64,519.93,459.64,492.27,480.80,524318072.00
8/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,494.12,519.93,460.38,489.04,477.65,509004020.00
9/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,495.50,511.63,462.31,471.53,460.54,363665193.00
10/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,471.53,566.02,471.53,544.82,532.12,308825988.00
11/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,546.66,583.54,507.94,519.01,506.91,526783006.00
12/1/2020,Tencent Interactive Entertainment,0700.HK,HKD,528.22,546.66,478.44,521.77,509.61,407156811.00
1/1/2021,Tencent Interactive Entertainment,0700.HK,HKD,521.77,707.52,513.93,628.25,613.60,694324406.00
2/1/2021,Tencent Interactive Entertainment,0700.HK,HKD,643.46,714.90,610.73,610.73,596.50,433905638.00
3/1/2021,Tencent Interactive Entertainment,0700.HK,HKD,637.92,666.50,542.51,562.33,549.23,612723800.00
4/1/2021,Tencent Interactive Entertainment,0700.HK,HKD,578.46,606.58,555.88,574.32,560.93,630411678.00
5/1/2021,Tencent Interactive Entertainment,0700.HK,HKD,571.09,576.16,522.23,570.63,557.33,415441199.00
